PRACA;PERIODO;AGRUPAMENTO;PUBLICO;DAY_PARTS;DIA_DA_SEMANA;OPM;OS;ALC2;TMEDIND
GRANDE VITORIA;01/11/2021;TOTAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;65727.84;48.37;507475.88;186.30
GRANDE VITORIA;01/11/2021;TOTAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;33927.25;24.97;226024.19;216.09
GRANDE VITORIA;01/11/2021;TOTAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;18940.77;13.94;174439.12;156.21
GRANDE VITORIA;01/11/2021;TOTAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4304.06;3.17;38946.51;159.08
GRANDE VITORIA;01/11/2021;TOTAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;33516.38;24.67;256593.43;188.06
GRANDE VITORIA;01/11/2021;TOTAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;35623.49;26.22;270834.83;189.24
GRANDE VITORIA;01/11/2021;TOTAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;30298.39;22.30;236104.94;184.47
GRANDE VITORIA;01/11/2021;AMERICA FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2867.14;100.00;43722.89;94.26
GRANDE VITORIA;01/11/2021;AMERICA FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1756.01;61.25;27326.26;92.32
GRANDE VITORIA;01/11/2021;AMERICA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1111.13;38.75;16396.63;97.35
GRANDE VITORIA;01/11/2021;AMERICA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1120.73;39.09;18893.53;85.25
GRANDE VITORIA;01/11/2021;AMERICA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1054.74;36.79;18593.67;81.41
GRANDE VITORIA;01/11/2021;AMERICA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;691.67;24.12;6235.68;159.44
GRANDE VITORIA;01/11/2021;AMERICA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;86.06;3.00;3254.87;38.04
GRANDE VITORIA;01/11/2021;AMERICA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;357.31;12.46;3906.36;131.43
GRANDE VITORIA;01/11/2021;AMERICA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;292.69;10.21;7361.49;57.15
GRANDE VITORIA;01/11/2021;AMERICA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;311.63;10.87;6244.00;71.52
GRANDE VITORIA;01/11/2021;AMERICA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1819.45;63.46;22956.18;114.08
GRANDE VITORIA;01/11/2021;AMERICA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;844.03;29.44;7245.03;167.45
GRANDE VITORIA;01/11/2021;AMERICA FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;78.21;2.73;1300.12;86.37
GRANDE VITORIA;01/11/2021;AMERICA FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;486.54;16.97;9238.09;75.50
GRANDE VITORIA;01/11/2021;AMERICA FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1189.13;41.47;17321.53;98.51
GRANDE VITORIA;01/11/2021;AMERICA FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;269.23;9.39;8618.12;44.59
GRANDE VITORIA;01/11/2021;BAND NEWS FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1483.09;100.00;23723.36;90.01
GRANDE VITORIA;01/11/2021;BAND NEWS FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;218.65;14.74;6050.82;52.02
GRANDE VITORIA;01/11/2021;BAND NEWS FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1264.44;85.26;17672.54;103.02
GRANDE VITORIA;01/11/2021;BAND NEWS FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1041.14;70.20;20354.80;73.39
GRANDE VITORIA;01/11/2021;BAND NEWS FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;441.95;29.80;3368.56;188.56
GRANDE VITORIA;01/11/2021;BAND NEWS FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/11/2021;TOTAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;135872.42;100.00;1060038.40;184.34
GRANDE VITORIA;01/11/2021;TOTAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;72394.61;53.28;548516.28;190.03
GRANDE VITORIA;01/11/2021;TOTAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;63477.81;46.72;511522.12;178.42
GRANDE VITORIA;01/11/2021;TOTAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;25945.88;19.10;173393.49;215.29
GRANDE VITORIA;01/11/2021;TOTAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;11383.57;8.38;141095.26;116.11
GRANDE VITORIA;01/11/2021;TOTAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;23832.74;17.54;179138.56;191.35
GRANDE VITORIA;01/11/2021;TOTAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;47788.10;35.17;339341.27;202.47
GRANDE VITORIA;01/11/2021;TOTAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;32130.10;23.65;257558.68;179.38
GRANDE VITORIA;01/11/2021;BAND NEWS FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/11/2021;BAND NEWS FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;275.76;18.59;8607.09;46.08
GRANDE VITORIA;01/11/2021;BAND NEWS FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;618.69;41.72;5524.07;161.17
GRANDE VITORIA;01/11/2021;BAND NEWS FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;96.20;6.49;5706.84;24.16
GRANDE VITORIA;01/11/2021;BAND NEWS FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;492.44;33.20;3885.36;182.30
GRANDE VITORIA;01/11/2021;BAND NEWS FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;79.82;5.38;2472.61;46.29
GRANDE VITORIA;01/11/2021;BAND NEWS FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;23.34;1.57;1211.47;27.45
GRANDE VITORIA;01/11/2021;BAND NEWS FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;141.83;9.56;1844.32;110.44
GRANDE VITORIA;01/11/2021;BAND NEWS FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;945.81;63.77;7398.07;184.06
GRANDE VITORIA;01/11/2021;BAND NEWS FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;292.29;19.71;10796.89;38.59
GRANDE VITORIA;01/11/2021;FM SUPER FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;21211.52;100.00;190615.17;160.15
GRANDE VITORIA;01/11/2021;FM SUPER FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;10899.01;51.38;99852.95;157.11
GRANDE VITORIA;01/11/2021;FM SUPER FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;10312.51;48.62;90762.22;163.37
GRANDE VITORIA;01/11/2021;FM SUPER FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3847.50;18.14;65621.75;84.26
GRANDE VITORIA;01/11/2021;FM SUPER FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;11917.40;56.18;93366.94;183.48
GRANDE VITORIA;01/11/2021;FM SUPER FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5446.61;25.68;31626.48;248.00
GRANDE VITORIA;01/11/2021;FM SUPER FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2459.12;11.59;30052.98;117.50
GRANDE VITORIA;01/11/2021;FM SUPER FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1365.26;6.44;22610.09;86.57
GRANDE VITORIA;01/11/2021;FM SUPER FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3469.05;16.35;37747.39;132.20
GRANDE VITORIA;01/11/2021;FM SUPER FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2192.68;10.34;29910.99;105.34
GRANDE VITORIA;01/11/2021;FM SUPER FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;11725.41;55.28;70293.73;240.12
GRANDE VITORIA;01/11/2021;FM SUPER FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;7396.50;34.87;65774.40;161.56
GRANDE VITORIA;01/11/2021;FM SUPER FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;12.77;0.06;1226.34;15.00
GRANDE VITORIA;01/11/2021;FM SUPER FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6320.10;29.80;53164.70;171.11
GRANDE VITORIA;01/11/2021;FM SUPER FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4775.26;22.51;37291.46;184.24
GRANDE VITORIA;01/11/2021;FM SUPER FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2706.88;12.76;33158.28;117.33
GRANDE VITORIA;01/11/2021;GAZETA FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;7725.35;100.00;78994.41;140.50
GRANDE VITORIA;01/11/2021;GAZETA FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4445.69;57.55;40173.44;159.21
GRANDE VITORIA;01/11/2021;GAZETA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3279.66;42.45;38820.97;121.39
GRANDE VITORIA;01/11/2021;GAZETA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1524.89;19.74;24495.29;89.39
GRANDE VITORIA;01/11/2021;GAZETA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3989.08;51.64;38876.83;147.45
GRANDE VITORIA;01/11/2021;GAZETA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2211.39;28.63;15622.30;203.50
GRANDE VITORIA;01/11/2021;GAZETA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;207.07;2.68;6988.74;42.40
GRANDE VITORIA;01/11/2021;GAZETA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1351.66;17.50;18507.98;105.10
GRANDE VITORIA;01/11/2021;GAZETA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;902.71;11.69;10409.60;124.53
GRANDE VITORIA;01/11/2021;GAZETA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;355.36;4.60;8889.23;57.34
GRANDE VITORIA;01/11/2021;GAZETA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4908.56;63.54;34198.87;206.41
GRANDE VITORIA;01/11/2021;GAZETA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1242.38;16.08;18717.08;95.35
GRANDE VITORIA;01/11/2021;GAZETA FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;21.35;0.28;1708.88;18.00
GRANDE VITORIA;01/11/2021;GAZETA FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3109.13;40.25;19679.10;227.30
GRANDE VITORIA;01/11/2021;GAZETA FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1589.27;20.57;15337.01;149.13
GRANDE VITORIA;01/11/2021;GAZETA FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1763.22;22.82;23552.35;107.48
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;10206.33;100.00;182221.49;80.39
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4477.10;43.87;90115.74;71.32
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5729.24;56.13;92105.75;89.34
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5348.84;52.41;112001.23;68.46
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4274.56;41.88;66009.26;93.15
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;582.94;5.71;4211.00;199.21
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1432.09;14.03;10503.61;196.20
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2814.46;27.58;60829.28;66.38
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3238.39;31.73;58298.41;79.59
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1051.67;10.30;28865.87;52.28
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1669.73;16.36;23724.32;101.21
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1517.00;14.86;23801.70;91.47
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;598.25;5.86;4064.08;211.58
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2048.28;20.07;32377.34;91.06
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3000.41;29.40;53601.72;80.36
GRANDE VITORIA;01/11/2021;JOVEM PAN FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3042.40;29.81;68376.65;64.04
GRANDE VITORIA;01/11/2021;LEGAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1488.80;100.00;21061.70;101.47
GRANDE VITORIA;01/11/2021;LEGAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;569.16;38.23;10532.51;77.49
GRANDE VITORIA;01/11/2021;LEGAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;919.64;61.77;10529.20;125.46
GRANDE VITORIA;01/11/2021;LEGAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;829.67;55.73;10339.81;115.33
GRANDE VITORIA;01/11/2021;LEGAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;603.37;40.53;9957.13;87.16
GRANDE VITORIA;01/11/2021;LEGAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;55.76;3.75;764.76;105.00
GRANDE VITORIA;01/11/2021;LEGAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;277.69;18.65;2817.67;141.55
GRANDE VITORIA;01/11/2021;LEGAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;476.83;32.03;11267.10;60.56
GRANDE VITORIA;01/11/2021;LEGAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;54.87;3.69;877.97;90.00
GRANDE VITORIA;01/11/2021;LEGAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;353.81;23.76;2240.21;227.26
GRANDE VITORIA;01/11/2021;LEGAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;325.60;21.87;3858.75;121.30
GRANDE VITORIA;01/11/2021;LEGAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;673.32;45.23;5395.92;179.41
GRANDE VITORIA;01/11/2021;LEGAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/11/2021;LEGAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;180.23;12.11;4494.45;57.45
GRANDE VITORIA;01/11/2021;LEGAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;232.91;15.64;4710.52;71.12
GRANDE VITORIA;01/11/2021;LEGAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;402.34;27.02;6460.81;89.40
GRANDE VITORIA;01/11/2021;LITORAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;21165.99;100.00;297261.14;102.32
GRANDE VITORIA;01/11/2021;LITORAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;14569.46;68.83;188788.50;111.08
GRANDE VITORIA;01/11/2021;LITORAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6596.53;31.17;108472.64;87.34
GRANDE VITORIA;01/11/2021;LITORAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;7118.45;33.63;119274.92;85.56
GRANDE VITORIA;01/11/2021;LITORAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;10440.72;49.33;136890.04;109.50
GRANDE VITORIA;01/11/2021;LITORAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3606.82;17.04;41096.19;126.23
GRANDE VITORIA;01/11/2021;LITORAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2633.88;12.44;52462.73;72.18
GRANDE VITORIA;01/11/2021;LITORAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5119.77;24.19;66458.73;110.56
GRANDE VITORIA;01/11/2021;LITORAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6026.30;28.47;86532.54;100.17
GRANDE VITORIA;01/11/2021;LITORAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3569.97;16.87;48638.33;105.42
GRANDE VITORIA;01/11/2021;LITORAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3816.07;18.03;43168.81;127.18
GRANDE VITORIA;01/11/2021;LITORAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3555.72;16.80;64868.18;78.56
GRANDE VITORIA;01/11/2021;LITORAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;198.51;0.94;4647.87;61.30
GRANDE VITORIA;01/11/2021;LITORAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4280.14;20.22;71755.95;85.54
GRANDE VITORIA;01/11/2021;LITORAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6138.47;29.00;72765.51;121.29
GRANDE VITORIA;01/11/2021;LITORAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6993.16;33.04;83223.62;121.00
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2037.42;100.00;36540.87;80.17
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1030.71;50.59;14506.60;102.19
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1006.71;49.41;22034.27;65.47
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1236.20;60.67;16477.43;108.02
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;583.20;28.62;15206.11;55.14
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;218.01;10.70;4857.33;64.38
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;20.48;1.01;983.10;30.00
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;163.18;8.01;5911.08;39.45
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;682.35;33.49;8867.35;110.49
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;495.27;24.31;9344.08;76.20
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;676.14;33.19;11435.26;85.09
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;264.08;12.96;6294.00;60.25
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;163.18;8.01;4032.89;58.16
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;362.31;17.78;3505.60;148.50
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;742.59;36.45;9198.36;116.15
GRANDE VITORIA;01/11/2021;MASSA FM 91.9 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;505.25;24.80;13510.02;53.51
GRANDE VITORIA;01/11/2021;MIX FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3849.78;100.00;59554.44;93.05
GRANDE VITORIA;01/11/2021;MIX FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2763.10;71.77;36645.29;108.35
GRANDE VITORIA;01/11/2021;MIX FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1086.67;28.23;22909.15;68.18
GRANDE VITORIA;01/11/2021;MIX FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2196.53;57.06;34130.27;92.40
GRANDE VITORIA;01/11/2021;MIX FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1543.93;40.10;20998.23;105.53
GRANDE VITORIA;01/11/2021;MIX FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;109.32;2.84;4425.94;35.34
GRANDE VITORIA;01/11/2021;MIX FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;117.30;3.05;3449.45;48.58
GRANDE VITORIA;01/11/2021;MIX FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1648.12;42.81;25095.32;94.34
GRANDE VITORIA;01/11/2021;MIX FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1385.41;35.99;24232.13;82.20
GRANDE VITORIA;01/11/2021;MIX FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;195.42;5.08;3695.22;76.09
GRANDE VITORIA;01/11/2021;MIX FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;503.52;13.08;3082.32;235.14
GRANDE VITORIA;01/11/2021;MIX FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;393.56;10.22;4049.05;139.58
GRANDE VITORIA;01/11/2021;MIX FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;110.35;2.87;1386.20;114.38
GRANDE VITORIA;01/11/2021;MIX FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1281.31;33.28;13969.56;132.05
GRANDE VITORIA;01/11/2021;MIX FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1017.48;26.43;20032.23;73.08
GRANDE VITORIA;01/11/2021;MIX FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1047.07;27.20;20117.39;74.57
GRANDE VITORIA;01/11/2021;RADIO ANTENA 1 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5536.26;100.00;94742.80;84.09
GRANDE VITORIA;01/11/2021;RADIO ANTENA 1 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2235.90;40.39;38672.90;83.15
